Index,Time,Gene1,Gene2,Gene3,Gene4,Gene5,Gene6,Gene7,Gene8,Gene9,Gene10,Gene11,Gene12,Gene13,Gene14,Gene15,Gene16,Gene17,Gene18,Gene19,Gene20,Gene21,Gene22,Gene23,Gene24,Gene25,Gene26,Gene27,Gene28,Gene29,Gene30,Gene31,Gene32,Gene33,Gene34,Gene35,Gene36,Gene37,Gene38,Gene39,Gene40,Gene61,Gene62,Gene63,Gene64,Gene65,Gene66,Gene67,Gene68,Gene69,Gene70,Gene71,Gene72,Gene73,Gene74,Gene75,Gene76,Gene77,Gene78,Gene79,Gene80,Gene41,Gene42,Gene43,Gene44,Gene45,Gene46,Gene47,Gene48,Gene49,Gene50,Gene51,Gene52,Gene53,Gene54,Gene55,Gene56,Gene57,Gene58,Gene59,Gene60
Cell449,0.8977955911823646,0,1,15,9,20,7,5,0,1,9,2,18,5,15,49,10,6,21,14,4,6,25,16,14,62,9,6,13,24,5,0,1,0,2,1,1,0,1,0,2,95,1054,807,946,833,2926,19,123,2818,1866,81,108,178,17,176,125,53,129,41,74,13,128,55,15,34,73,5,5,78,32,0,4,0,0,0,1,2,0,5,0
Cell450,0.8997995991983967,7,1,16,11,9,6,2,1,7,7,3,12,1,14,20,38,2,16,9,3,6,0,24,2,24,1,8,8,23,17,1,2,1,0,3,1,1,0,0,2,321,2340,636,635,722,854,42,264,2718,893,31,265,47,140,624,58,69,105,49,94,3,89,80,22,71,49,6,13,86,18,0,2,0,0,1,3,2,0,0,0
Cell451,0.9018036072144288,0,1,13,1,16,8,0,1,1,14,8,31,2,6,15,22,7,15,0,10,14,18,27,24,53,2,2,19,58,10,0,2,0,1,1,1,1,0,0,0,129,1121,1265,795,1512,572,128,42,6048,3464,110,311,304,30,264,50,170,49,70,29,24,47,38,44,23,43,11,17,23,10,3,2,1,2,0,1,2,2,2,2
Cell452,0.9038076152304608,2,3,1,17,8,1,0,0,5,0,2,6,7,17,11,37,10,4,11,6,9,17,35,7,113,14,19,14,33,21,4,0,1,1,0,0,3,1,2,1,75,4004,672,885,2145,789,30,220,2172,1688,127,343,75,144,375,95,200,42,43,82,1,24,89,35,56,77,19,26,47,11,1,1,1,1,0,1,0,1,2,2
Cell453,0.9058116232464929,2,3,14,13,10,4,2,2,0,23,15,7,1,9,20,20,5,6,5,3,2,77,4,5,62,13,3,5,3,9,3,2,3,3,1,2,3,0,1,0,341,1197,342,2032,1796,6656,177,209,2499,2273,24,604,268,227,387,31,188,110,23,36,9,20,102,135,220,17,7,11,5,14,1,1,0,0,0,0,1,1,2,2
Cell454,0.907815631262525,0,7,2,64,0,2,3,2,11,3,1,15,4,2,21,13,3,25,4,4,3,55,19,7,61,10,9,6,41,20,1,0,0,0,3,2,2,2,1,3,41,1586,317,738,3866,2324,114,114,2220,2822,32,797,202,533,910,194,123,335,38,55,8,50,45,89,66,30,5,10,70,29,3,2,2,0,2,0,0,0,1,1
Cell455,0.909819639278557,9,1,6,31,7,4,6,2,4,11,5,13,13,3,28,49,2,3,8,3,11,28,66,5,89,8,8,12,33,21,1,0,1,1,0,2,1,1,0,3,139,541,241,253,3109,1858,96,288,660,1420,74,726,320,102,1576,29,49,215,23,175,29,11,73,53,39,26,1,5,10,44,0,2,2,1,1,1,0,0,1,1
Cell456,0.9118236472945891,7,2,6,22,6,1,4,1,4,4,5,2,4,9,5,25,4,4,10,3,8,29,21,20,76,20,4,21,8,14,3,2,3,0,0,3,0,5,3,2,5,1659,1311,949,1164,3934,26,55,2567,1042,146,728,282,453,689,136,132,401,31,134,36,109,54,31,259,18,15,12,8,43,0,3,1,4,0,0,0,2,2,2
Cell457,0.9138276553106212,3,1,2,11,8,2,3,0,12,14,18,3,13,1,15,18,10,15,12,4,8,23,52,6,40,8,7,16,34,6,1,0,2,1,0,0,0,2,4,1,307,1506,1230,1539,851,1467,109,243,5087,2351,214,173,110,69,602,126,127,137,83,49,5,48,82,81,75,41,7,4,9,49,0,1,1,1,0,3,1,2,2,1
Cell458,0.9158316633266532,2,4,5,1,10,2,0,1,15,14,24,15,22,7,11,26,9,14,24,3,15,50,30,2,2,4,4,8,29,7,1,0,1,0,1,1,0,0,0,1,261,956,333,562,1580,1032,25,138,2271,3214,162,231,349,193,346,153,129,107,49,218,9,104,67,49,74,10,4,3,0,24,0,1,1,0,0,0,1,3,0,0
Cell459,0.9178356713426853,8,1,17,18,6,11,3,0,4,5,3,42,6,7,22,23,32,12,18,14,9,10,17,12,124,12,9,5,12,7,0,4,2,0,1,2,0,3,0,0,409,450,339,1514,1967,4491,72,87,3677,388,136,742,285,84,1157,137,77,81,50,142,12,20,34,61,68,39,14,15,71,23,0,1,4,1,1,0,1,2,0,1
Cell460,0.9198396793587174,4,4,4,13,1,8,1,7,2,18,5,4,9,4,11,21,19,6,21,4,4,14,41,13,122,10,14,5,10,2,0,0,1,0,0,3,1,3,0,0,84,1349,960,450,2479,1794,85,155,4057,2757,94,262,109,475,458,86,189,111,7,115,2,27,131,47,104,105,4,13,116,102,0,1,0,0,0,0,2,0,1,0
Cell461,0.9218436873747494,4,3,9,25,3,2,0,0,1,15,7,14,20,9,25,20,16,10,4,8,22,23,22,8,21,7,1,11,20,23,4,1,4,3,4,3,1,1,0,0,197,675,337,1326,1966,616,97,96,1353,340,53,432,233,601,2142,69,323,349,24,97,8,69,40,49,151,8,5,19,38,54,1,0,0,1,2,0,4,0,1,0
Cell462,0.9238476953907815,1,0,4,22,1,2,0,1,4,35,6,14,9,13,43,10,7,14,13,5,7,24,53,8,78,4,0,17,38,15,2,0,3,2,1,1,0,2,0,5,134,326,816,1333,1324,1851,29,87,1393,1339,178,637,469,464,899,132,141,41,13,54,3,49,9,33,33,22,6,29,56,35,1,0,1,3,0,3,2,1,2,1
Cell463,0.9258517034068136,1,10,12,3,25,2,1,0,0,26,15,24,8,15,64,43,3,8,7,4,4,3,51,20,64,2,2,10,22,15,0,1,0,1,4,0,0,0,2,0,115,137,556,610,2383,682,56,71,5291,71,59,238,240,323,549,154,128,207,17,40,6,4,65,57,123,19,7,32,71,18,0,0,0,0,4,1,0,0,2,2
Cell464,0.9278557114228456,9,12,13,8,23,2,3,0,1,17,4,26,11,9,49,32,12,14,12,10,3,6,52,17,60,3,3,5,41,10,0,2,0,0,1,1,1,2,1,1,74,378,310,3416,2241,3226,29,292,931,1286,113,639,195,159,754,226,206,230,52,18,9,36,38,24,28,103,4,9,211,14,0,1,0,0,0,0,0,2,4,3
Cell465,0.9298597194388777,5,5,12,19,10,1,0,1,4,14,11,20,10,4,24,36,0,28,26,4,3,28,12,9,58,5,12,15,11,30,0,0,4,3,3,3,0,0,0,1,135,958,269,2454,1625,1352,100,295,4905,611,200,291,454,396,806,77,55,100,4,66,15,15,42,30,49,27,4,18,25,26,1,0,1,0,2,0,1,0,0,3
Cell466,0.9318637274549098,0,6,4,9,6,0,0,0,6,16,11,21,9,2,12,10,16,17,16,1,4,17,23,33,110,4,4,11,8,11,0,0,0,0,2,0,3,1,0,1,57,1040,388,1343,861,2137,96,145,1892,2104,100,701,98,261,2164,135,112,63,28,150,15,16,44,26,84,7,5,38,32,45,0,3,4,0,0,4,1,2,0,1
Cell467,0.9338677354709418,0,3,7,22,6,6,0,0,8,18,7,27,9,1,23,28,0,17,22,3,10,67,46,10,55,25,3,14,11,10,1,0,0,0,0,4,4,0,3,2,218,233,79,750,2304,930,87,149,1692,884,97,266,667,158,526,275,276,242,42,106,11,40,61,45,48,29,9,57,13,19,1,4,1,1,1,0,2,2,0,1
Cell468,0.9358717434869739,0,7,2,10,2,2,5,1,6,19,8,49,0,4,7,26,19,6,16,5,2,6,80,23,73,4,9,14,43,15,1,0,2,1,1,0,0,2,0,3,194,984,1506,2854,1334,1541,16,34,3077,1924,83,516,643,223,342,133,24,284,18,71,3,67,50,75,261,48,1,4,58,25,2,1,1,0,0,1,1,0,0,0
Cell469,0.937875751503006,0,5,1,2,3,2,0,1,4,11,17,4,13,6,15,36,27,29,17,1,17,24,32,25,128,5,10,7,35,7,2,0,0,2,0,0,2,0,2,0,112,339,75,267,949,925,56,69,902,570,162,1184,284,422,4990,53,419,292,100,89,3,58,54,70,29,77,10,4,24,31,1,1,1,0,0,0,1,1,0,3
Cell470,0.939879759519038,3,5,3,27,0,6,0,0,8,10,7,17,4,5,32,1,7,24,31,8,1,25,30,29,22,11,10,33,12,25,0,0,1,1,0,0,2,0,1,0,161,3461,741,1504,1854,742,147,258,4370,1511,322,587,1108,252,516,120,75,67,32,126,3,74,39,19,45,35,3,8,8,59,0,1,0,1,6,1,0,0,0,2
Cell471,0.9418837675350701,2,9,1,24,5,0,0,0,10,2,4,12,2,15,21,3,9,8,23,12,6,39,44,26,164,32,8,8,30,27,0,1,5,2,1,2,1,0,0,1,55,230,709,1256,131,1824,102,125,1394,702,63,2241,727,76,2348,143,71,184,81,192,6,172,10,24,106,73,4,6,46,19,0,3,2,0,1,1,0,0,0,0
Cell472,0.9438877755511021,5,3,1,4,17,5,3,0,0,3,4,62,16,5,28,42,5,51,8,9,6,41,11,12,86,29,3,10,33,2,1,0,0,2,2,0,1,0,0,0,84,818,560,140,3824,610,75,98,1264,2034,228,692,291,505,1212,77,190,186,176,73,3,27,19,29,6,78,3,5,70,12,0,2,1,0,0,1,2,1,1,0
Cell473,0.9458917835671342,1,4,2,23,1,1,2,3,3,9,10,9,10,4,59,58,26,21,17,6,21,34,55,33,22,24,13,15,29,8,1,4,0,0,3,0,0,0,2,2,245,455,139,2718,1502,932,94,250,1553,2046,95,965,696,219,2131,235,224,382,96,94,2,92,28,55,27,63,4,14,59,74,0,1,1,3,0,1,0,1,2,1
Cell474,0.9478957915831663,0,8,1,7,6,1,1,0,11,1,2,28,0,3,33,12,18,25,6,20,27,35,38,28,47,13,20,2,26,20,3,2,1,0,1,0,3,1,0,0,106,653,357,1972,508,590,52,123,3898,479,56,344,585,353,1219,180,218,201,113,326,9,39,70,56,115,51,6,22,65,103,2,4,1,1,0,0,2,0,0,1
Cell475,0.9498997995991983,2,3,4,4,2,3,2,0,0,11,1,25,25,4,10,59,7,7,4,1,3,43,51,13,184,4,6,8,2,5,2,2,1,4,1,0,2,1,1,3,201,162,164,462,755,3337,28,104,3027,972,261,1126,379,211,1394,102,155,402,125,345,9,50,24,71,30,45,6,6,5,47,0,0,2,0,0,2,1,5,2,3
Cell476,0.9519038076152304,2,8,2,34,13,1,3,2,3,6,7,46,3,8,10,12,15,11,7,1,6,75,34,18,70,35,3,5,7,14,0,1,2,0,0,0,1,0,2,1,123,622,299,2132,707,3251,120,63,1213,253,32,1059,468,249,2881,174,378,591,97,96,1,35,46,57,8,45,1,2,150,16,1,1,0,2,0,0,0,3,0,0
Cell477,0.9539078156312625,7,0,4,17,6,0,2,1,4,5,7,19,0,3,28,29,7,9,28,0,9,7,61,11,60,12,12,9,14,29,0,1,1,0,0,1,0,2,0,4,145,1095,1539,362,954,513,23,310,217,336,113,702,835,313,950,136,206,97,31,92,11,29,52,35,25,40,19,16,11,8,2,1,0,0,1,0,0,0,0,1
Cell478,0.9559118236472945,3,1,11,35,6,6,1,1,2,16,1,44,10,8,28,40,1,8,1,5,7,27,32,17,73,29,6,5,78,8,1,2,6,0,0,0,0,0,2,1,121,395,555,2218,1549,1122,156,356,1272,1357,4,349,49,607,1827,51,451,675,25,164,6,44,22,91,37,35,15,4,23,25,4,1,0,0,0,0,2,1,2,0
Cell479,0.9579158316633266,1,4,9,25,4,6,3,1,2,14,7,39,2,11,19,40,0,9,2,19,17,18,8,43,34,11,2,15,18,17,1,2,2,0,2,3,0,1,0,6,286,597,169,874,1794,1600,70,161,4437,1416,264,1089,505,101,1349,132,96,285,95,197,11,103,32,21,141,5,6,37,152,63,3,0,0,1,0,0,1,1,1,1
Cell480,0.9599198396793587,1,1,2,12,5,0,3,2,1,5,5,22,7,7,56,39,20,22,14,4,5,64,6,42,85,18,3,20,25,25,0,3,0,1,3,2,0,0,0,1,254,475,394,1582,420,1363,131,67,2058,721,232,574,1034,265,1257,137,144,101,41,219,13,39,46,16,170,71,5,36,71,14,2,0,0,2,0,0,0,0,0,2
Cell481,0.9619238476953907,2,4,2,2,3,2,3,1,3,6,8,47,17,5,9,22,12,14,20,2,13,81,14,10,146,16,5,18,7,32,0,1,0,0,0,1,2,2,0,2,137,1068,207,1926,1344,1204,14,132,1915,626,375,289,623,304,1186,192,348,122,102,56,12,26,23,11,87,39,2,9,122,41,0,0,0,0,3,1,0,0,0,0
Cell482,0.9639278557114228,2,5,2,10,11,1,3,1,2,10,10,1,15,15,23,17,11,3,47,1,25,47,47,37,135,14,1,7,5,16,0,1,1,2,1,1,1,1,0,0,215,570,820,403,792,1101,91,337,3117,1572,79,129,458,760,3201,165,219,308,47,36,2,65,112,16,53,41,9,11,8,47,0,1,0,1,3,0,0,0,0,2
Cell483,0.9659318637274549,1,1,5,16,2,3,1,1,3,12,4,9,8,2,31,13,23,20,26,3,10,41,10,11,44,7,5,17,54,5,0,1,1,1,3,0,0,3,1,1,96,223,776,140,346,2609,76,206,1545,2191,192,372,1235,502,5352,148,178,288,43,141,15,22,67,73,15,171,7,12,47,18,0,0,1,1,1,3,2,1,0,3
Cell484,0.9679358717434869,0,6,1,19,1,0,2,0,5,7,2,70,11,1,28,15,29,5,18,10,13,71,44,22,76,32,9,10,43,13,3,1,2,1,1,2,1,0,3,1,150,3491,233,1400,757,1230,61,101,1488,719,135,991,172,211,414,100,185,128,83,271,18,13,31,92,70,35,7,2,20,35,1,1,0,1,3,1,0,0,2,2
Cell485,0.969939879759519,0,3,1,26,1,2,1,4,5,8,4,23,19,1,23,17,7,14,22,15,9,30,28,28,4,24,4,5,13,11,1,0,1,0,0,3,2,0,0,3,73,602,621,1822,494,987,20,328,2207,1189,119,1130,1240,370,1631,149,253,267,92,65,10,103,47,44,7,46,9,12,54,37,0,1,0,2,0,2,1,1,0,0
Cell486,0.9719438877755511,1,0,6,8,8,0,0,3,7,2,15,53,9,4,18,13,12,36,13,10,9,70,44,15,23,27,2,23,19,46,1,0,1,1,0,1,1,0,0,3,257,1196,820,1018,466,127,93,91,2837,770,79,266,738,241,1509,115,219,222,130,272,21,30,102,43,38,35,5,17,50,47,2,0,2,2,1,0,0,0,0,1
Cell487,0.9739478957915831,5,2,4,15,3,6,2,3,2,13,8,27,7,6,44,48,18,17,35,0,20,62,37,40,104,7,1,28,12,21,3,0,0,2,0,2,1,0,0,0,205,1081,719,364,706,1518,54,46,274,472,148,1188,186,286,2547,303,255,450,19,187,4,55,33,44,56,92,3,9,104,54,2,2,2,1,2,1,1,0,5,0
Cell488,0.9759519038076151,2,0,7,6,1,3,0,0,1,5,11,19,0,5,3,71,3,20,17,4,8,34,65,19,73,21,3,5,35,14,0,1,0,3,0,0,0,1,0,1,84,353,592,1241,708,1567,122,295,1344,838,65,426,628,476,151,119,550,575,92,237,3,148,60,75,185,41,6,9,75,40,1,1,0,0,2,0,0,0,1,1
Cell489,0.9779559118236472,3,6,12,9,3,3,4,1,2,4,13,27,10,21,51,63,5,20,19,12,5,77,33,78,35,20,8,19,14,31,0,0,1,2,0,0,3,0,0,3,119,1060,742,511,420,2352,46,207,1477,1760,255,4603,920,194,1792,133,252,484,83,168,5,44,22,18,7,57,10,9,32,28,1,0,0,1,0,0,2,2,0,0
Cell490,0.9799599198396792,6,5,10,24,4,4,0,3,0,10,4,6,13,8,26,23,17,27,27,14,5,3,17,11,81,27,12,14,31,18,0,3,1,6,2,0,3,0,0,2,134,682,405,1558,521,890,74,18,3678,1882,236,317,337,317,2881,449,206,399,177,84,3,13,63,38,100,84,2,5,48,22,1,1,0,0,0,0,0,0,1,1
Cell491,0.9819639278557113,0,1,0,16,5,1,1,0,9,12,5,39,4,4,25,80,7,15,60,11,11,15,55,44,189,1,3,14,23,14,0,4,0,1,2,3,0,0,1,1,191,844,319,2157,1146,646,18,259,2561,1212,140,1200,698,277,1218,446,387,620,110,340,6,18,52,83,87,54,2,6,108,5,3,0,1,0,5,2,1,0,2,3
Cell492,0.9839679358717434,0,3,3,5,6,2,2,1,3,27,4,21,18,11,40,37,9,33,38,10,8,107,15,38,99,2,5,12,11,7,0,1,3,0,1,2,0,1,2,2,64,476,362,3086,392,757,133,62,965,1313,206,704,578,151,649,466,331,121,136,92,3,38,53,13,188,83,4,5,76,12,2,3,0,2,5,0,0,2,0,0
Cell493,0.9859719438877754,0,2,3,5,4,1,0,1,0,8,2,22,21,17,32,98,12,30,13,9,5,37,41,35,15,19,21,11,25,43,0,1,2,2,1,2,2,0,1,2,109,851,251,1564,1501,446,59,212,381,213,75,1063,1208,294,567,104,335,259,121,344,15,56,124,20,59,16,16,17,34,50,0,1,0,1,0,2,3,0,2,1
Cell494,0.9879759519038075,1,1,5,5,0,4,3,3,5,13,5,29,5,4,80,43,21,5,4,12,10,80,29,9,195,20,10,14,42,57,1,1,1,3,3,1,2,1,1,4,252,331,175,918,722,997,8,108,1731,1130,117,280,673,78,2445,378,688,806,45,83,6,10,29,39,12,149,1,13,44,40,4,0,1,2,1,0,0,1,0,1
Cell495,0.9899799599198396,0,3,2,6,8,3,0,0,5,3,3,17,10,16,34,47,5,24,44,8,9,41,46,30,198,10,10,1,29,26,1,3,1,4,0,0,0,0,0,3,157,618,282,870,674,999,44,42,990,1744,349,1103,359,383,2240,485,154,367,8,217,25,77,4,22,238,62,2,29,35,40,4,1,1,3,0,3,1,0,0,1
Cell496,0.9919839679358716,0,4,6,11,2,5,2,2,4,17,13,27,10,29,32,41,7,18,47,7,3,29,88,40,93,45,14,11,15,15,0,2,1,1,1,1,0,1,0,1,77,881,376,618,1113,1581,73,55,1430,363,159,2058,351,522,4569,406,148,888,113,480,11,17,135,47,138,18,1,12,13,20,0,1,1,1,1,2,2,0,2,1
Cell497,0.9939879759519037,2,0,5,11,1,2,1,2,1,9,2,46,25,3,8,32,3,4,30,4,2,46,29,19,44,10,5,12,40,50,0,2,5,0,1,1,2,2,2,0,187,836,1125,825,1969,1227,23,9,2212,442,305,774,281,223,7263,327,76,464,276,76,13,15,27,131,41,213,10,22,29,41,0,0,5,1,2,0,3,0,2,1
Cell498,0.9959919839679358,2,0,11,9,4,3,2,4,2,16,8,52,7,15,54,34,9,37,21,7,8,32,39,21,59,50,9,3,46,8,1,4,0,4,1,2,0,1,1,2,45,686,735,413,533,972,66,363,3159,1054,199,1226,1597,730,4699,205,102,267,95,491,24,51,34,8,29,19,7,4,35,26,4,1,2,2,1,0,0,1,5,0
Cell499,0.9979959919839678,0,0,6,13,0,4,0,0,1,1,12,33,24,9,19,52,9,13,10,7,19,22,30,23,87,19,2,14,36,9,0,0,0,0,3,0,0,1,4,3,86,295,490,521,989,389,27,148,2294,815,234,1029,1569,119,836,355,241,229,169,316,8,42,124,10,36,55,8,8,101,26,0,2,0,0,0,0,0,1,2,1
Cell500,1,1,6,1,13,0,1,2,2,1,12,16,113,11,20,54,33,9,1,29,11,5,55,19,31,79,31,2,10,56,16,1,1,1,1,0,0,2,0,0,2,87,209,674,1248,849,1182,26,70,1260,551,203,2475,451,404,3444,142,260,352,221,681,3,10,56,10,52,38,7,22,67,26,4,0,0,1,0,5,3,0,0,2
